Notice: it is a crossflow
tfa_in(c), tfa_out(c), humidfa_in(kg/kg), humidfa_out(kg/kg), rhfa_in, rhfa_out, Pvapfa_in(pa), Pvapfa_out(pa),	tpf_in(c), tpf_out(c), humidpf_in(kg / kg), humidpf_out(kg / kg), rhpf_in, rhpf_out, Pvappf_in(pa), Pvappf_out(pa)
35, 28.7351, 0.0211578, 0.0141326, 0.59, 0.568087, 3297.57, 2227.2, 27, 33.2652, 0.0121019, 0.0190648, 0.54, 0.587448, 1913.34, 2981.15
tfa(c)_MAP
D/L_index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
9, 1.44201e-005, 1.44257e-005, 1.44315e-005, 1.44375e-005, 1.44436e-005, 1.44497e-005, 1.44559e-005, 1.4462e-005, 1.4468e-005, 1.44739e-005, 1.44796e-005, 1.4485e-005, 1.44902e-005, 1.44951e-005, 1.44996e-005, 1.45038e-005, 1.45077e-005, 1.45112e-005, 1.45143e-005, 1.45171e-005, 1.45196e-005
10, 1.44175e-005, 1.44225e-005, 1.44277e-005, 1.44332e-005, 1.44388e-005, 1.44446e-005, 1.44504e-005, 1.44562e-005, 1.4462e-005, 1.44678e-005, 1.44734e-005, 1.44789e-005, 1.44841e-005, 1.44892e-005, 1.44939e-005, 1.44984e-005, 1.45025e-005, 1.45063e-005, 1.45098e-005, 1.4513e-005, 1.45159e-005
11, 1.44154e-005, 1.44198e-005, 1.44245e-005, 1.44295e-005, 1.44347e-005, 1.444e-005, 1.44455e-005, 1.4451e-005, 1.44565e-005, 1.44621e-005, 1.44676e-005, 1.4473e-005, 1.44783e-005, 1.44833e-005, 1.44882e-005, 1.44929e-005, 1.44972e-005, 1.45013e-005, 1.45051e-005, 1.45086e-005, 1.45118e-005
12, 1.44136e-005, 1.44175e-005, 1.44218e-005, 1.44263e-005, 1.4431e-005, 1.4436e-005, 1.4441e-005, 1.44462e-005, 1.44515e-005, 1.44568e-005, 1.44621e-005, 1.44674e-005, 1.44726e-005, 1.44777e-005, 1.44826e-005, 1.44874e-005, 1.44919e-005, 1.44962e-005, 1.45002e-005, 1.4504e-005, 1.45075e-005
13, 1.44122e-005, 1.44156e-005, 1.44194e-005, 1.44235e-005, 1.44278e-005, 1.44324e-005, 1.44371e-005, 1.44419e-005, 1.44469e-005, 1.4452e-005, 1.44571e-005, 1.44622e-005, 1.44673e-005, 1.44723e-005, 1.44772e-005, 1.4482e-005, 1.44866e-005, 1.44911e-005, 1.44953e-005, 1.44992e-005, 1.4503e-005
14, 1.4411e-005, 1.4414e-005, 1.44174e-005, 1.44211e-005, 1.4425e-005, 1.44292e-005, 1.44335e-005, 1.44381e-005, 1.44427e-005, 1.44475e-005, 1.44524e-005, 1.44573e-005, 1.44622e-005, 1.44672e-005, 1.4472e-005, 1.44768e-005, 1.44814e-005, 1.44859e-005, 1.44903e-005, 1.44944e-005, 1.44983e-005
15, 1.441e-005, 1.44127e-005, 1.44157e-005, 1.4419e-005, 1.44225e-005, 1.44264e-005, 1.44304e-005, 1.44346e-005, 1.4439e-005, 1.44435e-005, 1.44481e-005, 1.44528e-005, 1.44575e-005, 1.44623e-005, 1.4467e-005, 1.44718e-005, 1.44764e-005, 1.44809e-005, 1.44853e-005, 1.44896e-005, 1.44936e-005
16, 1.44092e-005, 1.44115e-005, 1.44142e-005, 1.44172e-005, 1.44204e-005, 1.44239e-005, 1.44275e-005, 1.44314e-005, 1.44355e-005, 1.44398e-005, 1.44441e-005, 1.44486e-005, 1.44531e-005, 1.44577e-005, 1.44623e-005, 1.44669e-005, 1.44715e-005, 1.4476e-005, 1.44804e-005, 1.44847e-005, 1.44889e-005
17, 1.44085e-005, 1.44106e-005, 1.44129e-005, 1.44156e-005, 1.44185e-005, 1.44216e-005, 1.4425e-005, 1.44286e-005, 1.44324e-005, 1.44364e-005, 1.44405e-005, 1.44447e-005, 1.4449e-005, 1.44534e-005, 1.44579e-005, 1.44624e-005, 1.44669e-005, 1.44713e-005, 1.44757e-005, 1.448e-005, 1.44842e-005
18, 1.4408e-005, 1.44098e-005, 1.44118e-005, 1.44142e-005, 1.44168e-005, 1.44197e-005, 1.44228e-005, 1.44261e-005, 1.44296e-005, 1.44333e-005, 1.44371e-005, 1.44411e-005, 1.44452e-005, 1.44495e-005, 1.44537e-005, 1.44581e-005, 1.44624e-005, 1.44668e-005, 1.44711e-005, 1.44754e-005, 1.44796e-005
19, 1.44075e-005, 1.44091e-005, 1.44109e-005, 1.4413e-005, 1.44154e-005, 1.4418e-005, 1.44208e-005, 1.44238e-005, 1.44271e-005, 1.44305e-005, 1.44341e-005, 1.44379e-005, 1.44417e-005, 1.44457e-005, 1.44498e-005, 1.4454e-005, 1.44582e-005, 1.44625e-005, 1.44667e-005, 1.44709e-005, 1.44751e-005
20, 1.44071e-005, 1.44085e-005, 1.44101e-005, 1.4412e-005, 1.44141e-005, 1.44164e-005, 1.4419e-005, 1.44218e-005, 1.44248e-005, 1.4428e-005, 1.44313e-005, 1.44348e-005, 1.44385e-005, 1.44423e-005, 1.44462e-005, 1.44502e-005, 1.44542e-005, 1.44584e-005, 1.44625e-005, 1.44666e-005, 1.44708e-005
flpf(kg/s)_MAP @ per segment per channel
D/L index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
0, 1.45632e-005, 1.45871e-005, 1.46061e-005, 1.46209e-005, 1.46322e-005, 1.46407e-005, 1.4647e-005, 1.46517e-005, 1.46551e-005, 1.46576e-005, 1.46594e-005, 1.46607e-005, 1.46617e-005, 1.46624e-005, 1.46629e-005, 1.46633e-005, 1.46635e-005, 1.46637e-005, 1.46639e-005, 1.4664e-005, 1.4664e-005
1, 1.45554e-005, 1.45743e-005, 1.45908e-005, 1.46049e-005, 1.46169e-005, 1.46268e-005, 1.46349e-005, 1.46414e-005, 1.46466e-005, 1.46506e-005, 1.46538e-005, 1.46563e-005, 1.46582e-005, 1.46597e-005, 1.46608e-005, 1.46616e-005, 1.46623e-005, 1.46628e-005, 1.46631e-005, 1.46634e-005, 1.46636e-005
2, 1.45502e-005, 1.45653e-005, 1.45793e-005, 1.45922e-005, 1.46038e-005, 1.46141e-005, 1.4623e-005, 1.46307e-005, 1.46372e-005, 1.46426e-005, 1.4647e-005, 1.46506e-005, 1.46535e-005, 1.46558e-005, 1.46577e-005, 1.46592e-005, 1.46603e-005, 1.46612e-005, 1.46619e-005, 1.46624e-005, 1.46628e-005
3, 1.45465e-005, 1.45586e-005, 1.45705e-005, 1.45819e-005, 1.45927e-005, 1.46028e-005, 1.4612e-005, 1.46203e-005, 1.46276e-005, 1.46339e-005, 1.46393e-005, 1.4644e-005, 1.46478e-005, 1.4651e-005, 1.46537e-005, 1.46558e-005, 1.46575e-005, 1.46589e-005, 1.46601e-005, 1.4661e-005, 1.46617e-005
4, 1.45438e-005, 1.45537e-005, 1.45637e-005, 1.45737e-005, 1.45835e-005, 1.4593e-005, 1.4602e-005, 1.46104e-005, 1.46181e-005, 1.46251e-005, 1.46313e-005, 1.46367e-005, 1.46414e-005, 1.46454e-005, 1.46488e-005, 1.46516e-005, 1.4654e-005, 1.4656e-005, 1.46576e-005, 1.46589e-005, 1.466e-005
5, 1.45418e-005, 1.45498e-005, 1.45583e-005, 1.4567e-005, 1.45759e-005, 1.45846e-005, 1.45932e-005, 1.46014e-005, 1.46092e-005, 1.46164e-005, 1.46231e-005, 1.46291e-005, 1.46344e-005, 1.46391e-005, 1.46432e-005, 1.46467e-005, 1.46498e-005, 1.46523e-005, 1.46545e-005, 1.46563e-005, 1.46578e-005
6, 1.45402e-005, 1.45469e-005, 1.45541e-005, 1.45616e-005, 1.45695e-005, 1.45775e-005, 1.45854e-005, 1.45933e-005, 1.46009e-005, 1.46082e-005, 1.4615e-005, 1.46214e-005, 1.46272e-005, 1.46324e-005, 1.46371e-005, 1.46413e-005, 1.46449e-005, 1.4648e-005, 1.46507e-005, 1.4653e-005, 1.4655e-005
7, 1.4539e-005, 1.45446e-005, 1.45506e-005, 1.45572e-005, 1.45641e-005, 1.45713e-005, 1.45787e-005, 1.45861e-005, 1.45934e-005, 1.46005e-005, 1.46074e-005, 1.46139e-005, 1.462e-005, 1.46256e-005, 1.46307e-005, 1.46354e-005, 1.46395e-005, 1.46432e-005, 1.46464e-005, 1.46493e-005, 1.46517e-005
8, 1.45381e-005, 1.45427e-005, 1.45479e-005, 1.45535e-005, 1.45597e-005, 1.45661e-005, 1.45728e-005, 1.45797e-005, 1.45866e-005, 1.45934e-005, 1.46002e-005, 1.46067e-005, 1.46129e-005, 1.46187e-005, 1.46242e-005, 1.46292e-005, 1.46338e-005, 1.4638e-005, 1.46417e-005, 1.4645e-005, 1.46479e-005
9, 1.45374e-005, 1.45412e-005, 1.45456e-005, 1.45505e-005, 1.45559e-005, 1.45617e-005, 1.45677e-005, 1.45741e-005, 1.45805e-005, 1.4587e-005, 1.45935e-005, 1.45999e-005, 1.46061e-005, 1.4612e-005, 1.46176e-005, 1.46229e-005, 1.46279e-005, 1.46324e-005, 1.46365e-005, 1.46403e-005, 1.46436e-005
10, 1.45368e-005, 1.454e-005, 1.45437e-005, 1.4548e-005, 1.45527e-005, 1.45579e-005, 1.45634e-005, 1.45691e-005, 1.45751e-005, 1.45812e-005, 1.45874e-005, 1.45935e-005, 1.45996e-005, 1.46055e-005, 1.46112e-005, 1.46167e-005, 1.46218e-005, 1.46267e-005, 1.46311e-005, 1.46352e-005, 1.46389e-005
11, 1.45363e-005, 1.4539e-005, 1.45422e-005, 1.45459e-005, 1.45501e-005, 1.45546e-005, 1.45595e-005, 1.45648e-005, 1.45703e-005, 1.4576e-005, 1.45818e-005, 1.45877e-005, 1.45935e-005, 1.45994e-005, 1.4605e-005, 1.46106e-005, 1.46158e-005, 1.46209e-005, 1.46256e-005, 1.463e-005, 1.4634e-005
12, 1.45359e-005, 1.45382e-005, 1.45409e-005, 1.45441e-005, 1.45478e-005, 1.45518e-005, 1.45563e-005, 1.4561e-005, 1.4566e-005, 1.45713e-005, 1.45767e-005, 1.45823e-005, 1.45879e-005, 1.45936e-005, 1.45991e-005, 1.46046e-005, 1.46099e-005, 1.46151e-005, 1.462e-005, 1.46246e-005, 1.46289e-005
13, 1.45356e-005, 1.45375e-005, 1.45399e-005, 1.45426e-005, 1.45458e-005, 1.45494e-005, 1.45534e-005, 1.45577e-005, 1.45623e-005, 1.45671e-005, 1.45722e-005, 1.45774e-005, 1.45828e-005, 1.45882e-005, 1.45936e-005, 1.4599e-005, 1.46042e-005, 1.46094e-005, 1.46144e-005, 1.46191e-005, 1.46237e-005
14, 1.45354e-005, 1.4537e-005, 1.4539e-005, 1.45414e-005, 1.45442e-005, 1.45474e-005, 1.45509e-005, 1.45548e-005, 1.4559e-005, 1.45634e-005, 1.45681e-005, 1.4573e-005, 1.4578e-005, 1.45832e-005, 1.45884e-005, 1.45936e-005, 1.45988e-005, 1.46039e-005, 1.46089e-005, 1.46137e-005, 1.46184e-005
15, 1.45351e-005, 1.45365e-005, 1.45382e-005, 1.45403e-005, 1.45428e-005, 1.45456e-005, 1.45488e-005, 1.45523e-005, 1.45561e-005, 1.45601e-005, 1.45644e-005, 1.4569e-005, 1.45737e-005, 1.45786e-005, 1.45835e-005, 1.45886e-005, 1.45936e-005, 1.45986e-005, 1.46036e-005, 1.46084e-005, 1.46132e-005
16, 1.4535e-005, 1.45361e-005, 1.45376e-005, 1.45394e-005, 1.45416e-005, 1.45441e-005, 1.45469e-005, 1.455e-005, 1.45535e-005, 1.45572e-005, 1.45612e-005, 1.45654e-005, 1.45698e-005, 1.45743e-005, 1.4579e-005, 1.45839e-005, 1.45887e-005, 1.45936e-005, 1.45985e-005, 1.46033e-005, 1.4608e-005
17, 1.45348e-005, 1.45358e-005, 1.45371e-005, 1.45387e-005, 1.45406e-005, 1.45428e-005, 1.45453e-005, 1.45481e-005, 1.45512e-005, 1.45546e-005, 1.45582e-005, 1.45621e-005, 1.45662e-005, 1.45705e-005, 1.45749e-005, 1.45795e-005, 1.45841e-005, 1.45889e-005, 1.45936e-005, 1.45983e-005, 1.4603e-005
18, 1.45347e-005, 1.45355e-005, 1.45366e-005, 1.4538e-005, 1.45397e-005, 1.45416e-005, 1.45439e-005, 1.45464e-005, 1.45492e-005, 1.45523e-005, 1.45556e-005, 1.45592e-005, 1.4563e-005, 1.4567e-005, 1.45711e-005, 1.45754e-005, 1.45799e-005, 1.45844e-005, 1.4589e-005, 1.45936e-005, 1.45982e-005
19, 1.45346e-005, 1.45353e-005, 1.45363e-005, 1.45374e-005, 1.45389e-005, 1.45406e-005, 1.45426e-005, 1.45449e-005, 1.45474e-005, 1.45502e-005, 1.45533e-005, 1.45565e-005, 1.45601e-005, 1.45638e-005, 1.45677e-005, 1.45717e-005, 1.45759e-005, 1.45803e-005, 1.45847e-005, 1.45891e-005, 1.45936e-005
20, 1.45345e-005, 1.45351e-005, 1.45359e-005, 1.4537e-005, 1.45382e-005, 1.45398e-005, 1.45416e-005, 1.45436e-005, 1.45459e-005, 1.45484e-005, 1.45512e-005, 1.45542e-005, 1.45574e-005, 1.45609e-005, 1.45645e-005, 1.45683e-005, 1.45723e-005, 1.45764e-005, 1.45806e-005, 1.45849e-005, 1.45892e-005
vappermeat(kg/m2/s)_MAP from feed-side to permeate-side @ per segment per channel
D/L index, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20
0, 0.000187384, 0.000153646, 0.000122404, 9.5247e-005, 7.2743e-005, 5.47562e-005, 4.07637e-005, 3.00959e-005, 2.20829e-005, 1.61298e-005, 1.17422e-005, 8.52737e-006, 6.18173e-006, 4.47557e-006, 3.2373e-006, 2.34006e-006, 1.69069e-006, 1.22109e-006, 8.81714e-007, 6.36547e-007, 4.59494e-007
1, 0.000137116, 0.000121589, 0.000106153, 9.11206e-005, 7.68757e-005, 6.37819e-005, 5.21053e-005, 4.19807e-005, 3.34166e-005, 2.63247e-005, 2.05558e-005, 1.59321e-005, 1.22714e-005, 9.40212e-006, 7.17171e-006, 5.44975e-006, 4.12787e-006, 3.11791e-006, 2.34936e-006, 1.7665e-006, 1.32574e-006
2, 0.00010323, 9.70929e-005, 9.03791e-005, 8.29212e-005, 7.48093e-005, 6.63071e-005, 5.7753e-005, 4.94769e-005, 4.17469e-005, 3.47457e-005, 2.85697e-005, 2.32428e-005, 1.87345e-005, 1.49795e-005, 1.18939e-005, 9.38687e-006, 7.36939e-006, 5.75897e-006, 4.48234e-006, 3.47631e-006, 2.68755e-006
3, 7.93547e-005, 7.82544e-005, 7.64379e-005, 7.36155e-005, 6.972e-005, 6.48611e-005, 5.92654e-005, 5.32165e-005, 4.7004e-005, 4.08873e-005, 3.50735e-005, 2.97095e-005, 2.48832e-005, 2.06327e-005, 1.69567e-005, 1.38265e-005, 1.11962e-005, 9.01079e-006, 7.21267e-006, 5.74557e-006, 4.55723e-006
4, 6.19675e-005, 6.36022e-005, 6.4548e-005, 6.45258e-005, 6.34128e-005, 6.12192e-005, 5.8057e-005, 5.4108e-005, 4.95928e-005, 4.47426e-005, 3.97757e-005, 3.48811e-005, 3.02087e-005, 2.58662e-005, 2.19213e-005, 1.84069e-005, 1.53281e-005, 1.26697e-005, 1.04029e-005, 8.49082e-006, 6.89324e-006
5, 4.89793e-005, 5.20697e-005, 5.45487e-005, 5.61869e-005, 5.68572e-005, 5.65208e-005, 5.52122e-005, 5.30253e-005, 5.0098e-005, 4.65969e-005, 4.27008e-005, 3.85864e-005, 3.44151e-005, 3.03244e-005, 2.64225e-005, 2.2788e-005, 1.94705e-005, 1.64954e-005, 1.38678e-005, 1.15779e-005, 9.60542e-006
6, 3.9082e-005, 4.28909e-005, 4.61778e-005, 4.8766e-005, 5.05437e-005, 5.14543e-005, 5.14891e-005, 5.06817e-005, 4.91031e-005, 4.68553e-005, 4.40633e-005, 4.0865e-005, 3.74017e-005, 3.38083e-005, 3.02056e-005, 2.66951e-005, 2.33563e-005, 2.02464e-005, 1.74017e-005, 1.48406e-005, 1.25667e-005
7, 3.14198e-005, 3.55126e-005, 3.91717e-005, 4.22642e-005, 4.46983e-005, 4.64153e-005, 4.73856e-005, 4.76073e-005, 4.71054e-005, 4.59312e-005, 4.41596e-005, 4.18847e-005, 3.92136e-005, 3.62594e-005, 3.31342e-005, 2.99424e-005, 2.67757e-005, 2.37104e-005, 2.08055e-005, 1.8103e-005, 1.56293e-005
8, 2.54122e-005, 2.95302e-005, 3.32971e-005, 3.66132e-005, 3.94045e-005, 4.16171e-005, 4.32135e-005, 4.4173e-005, 4.44924e-005, 4.41881e-005, 4.32961e-005, 4.18717e-005, 3.99863e-005, 3.77239e-005, 3.51757e-005, 3.24347e-005, 2.95905e-005, 2.67249e-005, 2.39087e-005, 2.11997e-005, 1.86422e-005
9, 2.06531e-005, 2.46433e-005, 2.8358e-005, 3.17207e-005, 3.46719e-005, 3.7164e-005, 3.91586e-005, 4.06264e-005, 4.15486e-005, 4.19198e-005, 4.1749e-005, 4.10616e-005, 3.98982e-005, 3.8314e-005, 3.63752e-005, 3.4156e-005, 3.17338e-005, 2.91856e-005, 2.65836e-005, 2.39925e-005, 2.14673e-005
10, 1.68514e-005, 2.0626e-005, 2.4193e-005, 2.74916e-005, 3.04732e-005, 3.30964e-005, 3.53245e-005, 3.71255e-005, 3.84733e-005, 3.935e-005, 3.97476e-005, 3.96703e-005, 3.91354e-005, 3.81734e-005, 3.68268e-005, 3.51488e-005, 3.32e-005, 3.10454e-005, 2.87509e-005, 2.63801e-005, 2.39916e-005
11, 1.37937e-005, 1.73057e-005, 2.06703e-005, 2.38372e-005, 2.67653e-005, 2.94183e-005, 3.17625e-005, 3.37662e-005, 3.54007e-005, 3.66418e-005, 3.74718e-005, 3.78814e-005, 3.78712e-005, 3.74529e-005, 3.66492e-005, 3.54937e-005, 3.4029e-005, 3.23053e-005, 3.03772e-005, 2.83014e-005, 2.61341e-005
12, 1.13204e-005, 1.45488e-005, 1.76826e-005, 2.06781e-005, 2.34994e-005, 2.61142e-005, 2.84919e-005, 3.06025e-005, 3.24173e-005, 3.39097e-005, 3.50571e-005, 3.58423e-005, 3.62553e-005, 3.62942e-005, 3.59667e-005, 3.52899e-005, 3.42901e-005, 3.30022e-005, 3.14678e-005, 2.97332e-005, 2.78474e-005
13, 9.31057e-006, 1.22511e-005, 1.51424e-005, 1.79452e-005, 2.06271e-005, 2.3159e-005, 2.55129e-005, 2.7661e-005, 2.95758e-005, 3.12309e-005, 3.26017e-005, 3.36672e-005, 3.44107e-005, 3.48218e-005, 3.48972e-005, 3.46416e-005, 3.40678e-005, 3.31968e-005, 3.20571e-005, 3.06834e-005, 2.91154e-005
14, 7.67115e-006, 1.03299e-005, 1.29778e-005, 1.55787e-005, 1.81028e-005, 2.05232e-005, 2.28142e-005, 2.49503e-005, 2.69059e-005, 2.86555e-005, 3.01748e-005, 3.1441e-005, 3.24344e-005, 3.31395e-005, 3.35456e-005, 3.36485e-005, 3.34506e-005, 3.29615e-005, 3.21981e-005, 3.11838e-005, 2.99479e-005
15, 6.32962e-006, 8.71912e-006, 1.11298e-005, 1.35278e-005, 1.58852e-005, 1.81768e-005, 2.03791e-005, 2.24684e-005, 2.44212e-005, 2.62138e-005, 2.78226e-005, 2.92253e-005, 3.04008e-005, 3.13309e-005, 3.20007e-005, 3.23999e-005, 3.25235e-005, 3.23725e-005, 3.19539e-005, 3.12813e-005, 3.03741e-005
16, 5.22899e-006, 7.36569e-006, 9.54956e-006, 1.17488e-005, 1.39371e-005, 1.60907e-005, 1.81877e-005, 2.02064e-005, 2.21251e-005, 2.39221e-005, 2.55753e-005, 2.70631e-005, 2.83649e-005, 2.94612e-005, 3.03351e-005, 3.09726e-005, 3.13638e-005, 3.15032e-005, 3.13906e-005, 3.10312e-005, 3.0436e-005
17, 4.32404e-006, 6.22639e-006, 8.19649e-006, 1.02046e-005, 1.22256e-005, 1.42375e-005, 1.62196e-005, 1.81519e-005, 2.00145e-005, 2.17875e-005, 2.34505e-005, 2.49834e-005, 2.63662e-005, 2.75798e-005, 2.86064e-005, 2.94303e-005, 3.00383e-005, 3.04209e-005, 3.05723e-005, 3.04915e-005, 3.01823e-005
18, 3.57865e-006, 5.26592e-006, 7.03667e-006, 8.86321e-006, 1.0722e-005, 1.25922e-005, 1.44546e-005, 1.62906e-005, 1.8082e-005, 1.98104e-005, 2.14574e-005, 2.30042e-005, 2.44322e-005, 2.57232e-005, 2.68593e-005, 2.78243e-005, 2.86034e-005, 2.91844e-005, 2.9558e-005, 2.97185e-005, 2.96643e-005
19, 2.96378e-006, 4.45523e-006, 6.04163e-006, 7.69749e-006, 9.40085e-006, 1.11322e-005, 1.28735e-005, 1.46077e-005, 1.63179e-005, 1.79873e-005, 1.95991e-005, 2.11362e-005, 2.25813e-005, 2.39173e-005, 2.51272e-005, 2.61947e-005, 2.71047e-005, 2.78435e-005, 2.83997e-005, 2.87643e-005, 2.89318e-005
20, 2.45593e-006, 3.7703e-006, 5.18739e-006, 6.68404e-006, 8.23997e-006, 9.83703e-006, 1.14585e-005, 1.30884e-005, 1.47113e-005, 1.63118e-005, 1.78747e-005, 1.93842e-005, 2.08246e-005, 2.21801e-005, 2.34346e-005, 2.45726e-005, 2.5579e-005, 2.64397e-005, 2.71421e-005, 2.76754e-005, 2.80312e-005
